N,P,K,temperature,humidity,ph,rainfall,label
75.6092936703475,65.44711044564465,48.77483723048185,23.80948405932299,80.92885152834008,5.164727503468823,189.67782828978721,rice
73.69196145080578,53.46367705135604,36.17464544254556,21.684984820089156,85.7799288767021,5.707994914459393,281.6567514076194,rice
60.683525451897594,63.15858434982971,53.44312438981524,25.654526290482682,83.98707325299274,5.2560282768878155,258.23567912702686,rice
83.4497992302354,52.54005283250504,38.89603271994824,26.694155957584453,90.79931557004346,6.573875393871489,283.23126093524104,rice
94.7762337904539,46.91977217798504,41.70848842915582,24.337915473399725,81.60352762674358,6.480863251230816,198.06884323518162,rice
64.6055686650671,44.810403647386686,40.70042138725502,25.37945266965816,93.69591384672208,6.767144460181298,258.82589871158495,rice
83.10243897272237,47.853491977174066,34.93909461878269,19.824333932398186,78.56605521047067,6.412775851331227,229.96254694175678,rice
65.5979032571323,63.07408848984428,52.64915388579544,23.919210995190898,92.15702460953581,6.529620348400597,209.05677198965006,rice
93.98048634841255,60.51891321167071,35.365624951905126,22.14493485973619,83.82068967710838,5.673519243826447,211.86856110930705,rice
68.41859858252643,43.29392284522739,36.06103755310588,24.241679874111988,84.47099658765723,5.277910790160705,233.00481506248445,rice
68.47661359189375,58.42084709055444,44.52419416545428,25.06629335655701,89.52749903781009,6.004967671547994,213.0993150767188,rice
64.51761108412637,57.08820599278126,41.156688151156054,26.738330275735375,85.28084855003385,5.408114710445157,212.51800843745644,rice
64.90486912082851,64.17717466326475,53.36821625262905,25.0528141876494,85.53171921429579,5.4903946726118695,281.1769913366382,rice
71.71257920715203,57.75544855660143,42.00662182430564,22.11379668154852,89.13520837652362,6.1311671633908835,277.94906376208144,rice
94.74675610609854,46.74445942478331,51.314331833084424,25.13379295151237,92.03793651124667,5.980543539219033,256.7307567572846,rice
100.85759105733742,64.31907225194662,50.11458721732941,22.17575931566415,86.76800082185407,6.5245577190229245,232.7607077577583,rice
82.16631820268002,67.38415341880847,38.828134233742546,23.20023041893076,94.01147592340546,6.531550233409586,269.89520754050164,rice
82.15483185489644,57.582140515084426,47.65826494696746,24.551001093965557,92.1627076540417,7.250812977965552,220.7025447546427,rice
74.80687027449416,52.928333353014224,36.19711749062779,19.488946637493832,98.95704475073099,6.036732169610355,221.406380648243,rice
101.49636554135039,51.253899689188096,42.53593315906739,24.645689101318002,83.2189136276741,5.79419179965726,203.77188919654577,rice
78.70629174655106,59.559539881163346,47.14720892648074,21.116343925734547,93.65123369930275,6.839475518641831,255.2864189169513,rice
76.7303388617561,41.93406115666573,41.7956070286005,23.584771907118355,89.2651467314648,6.085560009324961,207.36582724372525,rice
61.66341822027983,57.71017790973877,36.262342701766904,24.1517430389835,95.34371965597441,6.13092740847389,235.3319403116291,rice
73.21216462555455,61.97488395034283,35.792394084457854,26.328027270487734,85.81878959516172,5.106102920451113,265.14173344512056,rice
94.21845700811477,58.42439194735449,54.139366366951016,23.06796713445565,85.611456333142,6.735833391383743,230.406312400241,rice
98.54936202912042,46.8118720184323,35.84553796896537,25.691172950534824,86.47698279986322,5.468450563781923,284.2604017628467,rice
81.4520156841681,60.629013796786126,50.36023104814845,26.1429029578318,82.86650449976214,6.232804557600291,203.08123433981217,rice
93.44229979188023,54.9762443001653,36.39243790422661,20.785947642258144,98.99548877441015,5.8964503519723666,235.92674364647542,rice
